Incident Index,Minimum Travel Time
317,242.54987722327368
318,0.0
319,555.2
320,444.1
321,448.22920388485693
322,829.7820982385252
323,549.4420701458765
324,766.3260948522984
325,1768.6601338143937
326,22.92334066570898
327,984.3244968519225
328,74.6
329,261.6418068497026
330,1711.668911823373
331,1219.507870460808
332,341.4996692529586
333,512.9659383735067
334,116.79829241165905
335,1051.3753034629765
336,1103.3625441851132
337,584.8546971141257
338,638.813928664197
339,751.4000000000909
340,966.8109836499615
341,973.6753677648298
342,300.09999999999997
343,740.9727789917175
344,664.062112225878
345,870.1102045434279
346,703.8611407928568
347,728.3729808045744
348,1660.2808119490903
349,1238.710204543428
350,682.9959882192607
351,1341.7056564762136
352,243.39999999999998
353,555.3000000000548
354,798.2567806403223
355,83.50000000000001
356,1175.100000000055
357,966.8109836499615
358,1230.500000000091
359,772.4982924116903
360,582.9724400046773
361,864.1999999999999
362,1128.5220986391316
363,939.3260948522984
364,844.2014630907572
365,1483.4705811406634
366,14.5
367,875.5453575924648
368,1201.8000000001957
369,2003.620738856244
370,1016.1465350600843
371,482.15648088298803
372,862.1566582768611
373,1279.506372462361
374,746.7401136581325
375,0.0
376,999.1999999999999
377,638.6102045434279
378,306.4
379,559.0000000000001
380,852.9820982385252
381,965.755245913254
382,851.234673016675
383,387.8
384,657.809282090293
385,274.39851027837665
386,285.24180684970264
387,704.6858592040063
388,657.4000000000002
389,195.74914269949434
390,503.09999999999997
391,810.8001941951583
392,1119.1750499177674
393,606.4621462483555
394,707.3204541038644
395,1147.6759696533206
396,90.3
397,732.4540805827813
398,896.7260948522985
399,811.6000000001009
400,1154.8884770373265
401,620.494313543458
402,368.70000000000005
403,1410.2135698185878
404,643.6000000000927
405,532.7735223148699
406,151.4
407,1192.6451904501293
408,1097.8131410641638
409,698.3000000000735
410,1137.8958095090857
411,1549.1352812151383
412,2031.5043957998396
413,594.8000000001385
414,1135.6357699341154
415,697.9810319609946
416,575.4505577871302
417,570.8000000000001
418,106.99851027837663
419,529.7
420,657.4000000000002
421,781.1031114250172
422,642.4000000000001
423,570.7409563389748
424,935.244577297843
425,389.48364909930103
426,853.9
427,883.2517457914233
428,834.3377912483517
429,805.4568679875938
430,1292.2929870079663
431,947.0022992796792
432,837.8022992796792
433,555.6732886914192
434,624.6
435,347.7061891200127
436,395.2220986390272
437,896.1420807466118
438,570.8000000000001
439,556.8000000000001
440,302.54771349766247
441,797.0540805828152
442,590.1884770373266
443,586.8000000000001
444,535.8313006944092
445,742.9353527696321
446,420.1498772232737
447,1002.1418068497027
448,914.0540805827083
449,920.3461110307999
450,467.5536401505149
451,719.6574988160613
452,795.4882886959971
453,666.1401136582232
454,269.16263200672597
455,222.39999999999998
456,219.8
457,753.4891161802466
458,1244.836079653312
459,1226.1056564762137
460,244.4139286641969
461,767.0
462,377.8
463,699.0527201191378
464,607.0997958850494
465,1937.9265368867589
466,874.6080334698231
467,116.79829241165905
468,479.40000000000003
469,416.6
470,698.8982924116906
471,1063.2313114832891
472,767.3617053501448
473,928.1109836499614
474,1387.9357699341153
475,649.0999999999999
476,810.413928664197
477,575.7681043061958
478,1115.6
479,1347.5104036461344
480,818.4438417463542
481,1391.3102045434282
482,717.8985102783766
483,1410.3418068497028
484,681.7688363635315
485,1486.1104036461343
486,858.8540805827082
487,1002.1418068497027
488,991.800000000091
489,737.3606072051724
490,990.5451904501294
491,583.2130666403476
492,941.8102045434855
493,1308.7104036461344
494,676.553300543452
495,19.700000000000003
496,700.8470166797792
497,809.8
498,529.7
499,1480.0535581602212
500,724.0745336949376
501,699.1695070636667
502,228.7982924116905
503,111.3
504,1018.1470166797793
505,568.8000000000611
506,92.17215069098962
507,959.0418719747624
508,681.7688363635315
509,1071.436079653312
510,965.9615529731994
511,195.3
512,1264.5929870079665
513,286.054080582599
514,1308.7104036461344
515,1123.800000000091
516,896.7260948522985
517,980.6453575924647
518,1392.5730874379533
519,717.9409563390991
520,395.9540805825991
521,610.496430854082
522,1108.014721301047
523,707.3409813467936
524,1467.9000000001956
525,416.5000000001386
526,691.4102045434278
527,877.6382083990185
528,225.29966925295864
529,1136.7100894646885
530,558.390678488084
531,1136.000000000091
532,982.7408195990176
533,1018.6540805826899
534,1263.745694055672
535,559.8
536,575.7408918592197
537,118.80000000000001
538,1069.6605660888483
539,1041.800000000091
540,458.58126112679105
541,825.8001941951583
542,717.2160077978584
543,932.914721300956
544,1880.2745254695965
545,1278.2689118233732
546,435.3999999999999
547,668.2566508366607
548,358.1
549,662.6000000001111
550,890.156658276861
551,1271.4220986391317
552,514.7
553,738.6095857797859
554,187.1638354561727
555,598.2884770373266
556,694.1
557,635.1260948522985
558,1120.3
559,1372.3102045436133
560,1070.6946151800514
561,786.809282090293
562,492.7408918592197
563,1441.4301644326943
564,2068.470499695275
565,1001.7244968519225
566,781.9498772232737
567,198.90000000000003
568,1194.206372462361
569,734.4498772232737
570,667.2662410405416
571,416.4554517067768
572,117.269767450396
573,1182.1418068497026
574,935.1000000000611
575,1404.7727127663588
576,1117.4705680938937
577,1157.7010399358664
578,588.791457213075
579,1171.1000000000001
580,776.4271414300335
581,818.4438417463542
582,1366.2000000000594
583,354.1101751513369
584,1144.616942018301
585,1303.4417255479548
586,701.2420807466118
587,449.2102045434279
588,385.49966925295865
589,479.7000000001344
590,526.1
591,846.3999999999999
592,885.2081692562934
593,570.8
594,1082.9260470264412
595,301.89495052406215
596,438.10000000003146
597,920.3461110307999
598,1191.8694356757544
599,1613.5643161257956
600,195.3
601,51.1
602,1144.616942018301
603,1040.5000000001244
604,1222.000000000091
605,772.3097079890618
606,345.6
607,406.69999999999993
608,759.3292038848568
609,517.0498772232736
610,116.3
611,685.653300543452
612,288.1498772232737
613,483.1498772232737
614,586.3982924116905
615,965.1078704607701
616,818.4438417463542
617,836.0540805828152
618,854.2982924116902
619,618.9884770373267
620,259.2046658559442
621,127.56056608884849
622,666.1401136582232
623,330.45565193116823
624,468.05524591322677
625,661.4401136581325
626,433.09999999999997
627,1439.1000000001243
628,802.426500053067
629,517.0498772232736
630,328.5
631,199.94180684970263
632,586.6693296652842
633,473.79966925295867
634,1194.8212964356865
635,630.4540805827082
636,556.1926525898674
637,844.2746247278263
638,1214.9107664043518
639,58.6
640,68.6
641,391.6498772232736
642,977.9418068497026
643,946.6081692562932
644,943.3000000000002
645,1479.6102045434284
646,1054.9001941951585
647,1302.8015382328722
648,832.0401136582233
649,136.5
650,1009.4540805826898
651,262.89851027837665
652,914.4361162435382
653,330.90103993574587
654,470.4568679875937
655,423.0130666403477
656,733.1745336949376
657,1028.128345885833
658,1057.2625441850835
659,886.3955770101904
660,907.3498772232737
661,1461.3033894270354
662,717.2160077978584
663,54.8
664,891.0013938328199
665,795.6408918592784
666,1100.3000000000548
667,656.6409563389748
668,467.5536401505149
669,1500.6631399922967
670,584.8574988160614
671,946.100000000091
672,797.8783114168039
673,351.4000000001386
674,594.7602450081544
675,977.9418068497026
676,1392.5730874379533
677,636.1418068497026
678,1392.5730874379533
679,1109.7076987441546
680,678.0271414300336
681,317.21362953066915
682,950.398292411726
683,1182.1418068497026
684,1664.9946151802314
685,781.6291373298382
686,136.16124783736376
687,1219.507870460808
688,586.8000000000001
689,844.9260948522984
690,545.7409563389748
691,455.2260948522688
692,1380.0946151800515
693,792.2891161802467
694,831.7740317574021
695,253.90000000000003
696,887.6408918592784
697,670.1000000001089
698,276.44180684970263
699,271.89851027837665
700,1254.7625441851133
701,485.6
702,1182.1418068497026
703,609.3540805827082
704,686.3160077978583
705,308.8448971503836
706,190.60000000000002
707,493.1
708,1856.539019569093
709,674.3679315432131
710,1412.5102045434282
711,618.9884770373267
712,703.6477466899364
713,478.4844692143132
714,945.9809193476691
715,639.2650129564934
716,860.6818641609781
717,529.3000000001344
718,875.5453575924648
719,229.20594117081558
720,484.44089185921973
721,1164.0360796533116
722,59.698292411585705
723,1019.0102045434633
724,840.6022992796792
725,359.1498772232736
726,676.4102045434279
727,1101.20645683855
728,1250.435769933968
729,965.3461110307999
730,912.5695070636667
731,576.7
732,891.8081692562932
733,1409.5506878637977
734,406.44180684970263
735,392.32209773638584
736,899.2231390039254
737,612.3000000002623
738,475.6
739,599.5
740,802.7796895792953
741,383.6681043061958
742,819.1978711679764
743,657.809282090293
744,809.30450626492
745,1768.3605957084321
746,820.6858592040063
747,877.4000000000001
748,1180.001538232872
749,1022.310204543428
750,434.1000000001803
751,836.3001941951583
752,844.2746247278263
753,1499.5929870079667
754,883.2517457914233
755,570.11045424576
756,520.5000000000593
757,611.9000000000001
758,1105.12261787753
759,858.8000000000003
760,663.7688363635017
761,895.4147213009559
762,679.4540805827457
763,990.5451904501294
764,526.1
765,557.6831035792553
766,883.2517457914233
767,0.0
768,2154.273087437953
769,786.0568679875938
770,616.2964308540819
771,650.7745336949375
772,595.8155921432353
773,480.8599281141869
774,556.1926525898674
775,990.2172398256616
776,0.0
777,396.0
778,543.1357699339683
779,813.9606072051724
780,619.5
781,0.0
782,475.69349084502517
783,1086.6582301080573
784,304.5996692529586
785,316.19285811425664
786,681.7688363635315
787,385.7985838148757
788,590.3000000000611
789,340.8042156239732
790,738.7997958850494
791,666.105500699302
792,511.0999999999999
793,607.2539972971226
794,568.2568679875938
795,510.6384642465863
796,1303.556683655941
797,22.200000000054857
798,388.3
799,1285.0946151800517
800,737.7107846938941
801,75.7
802,230.56056608884847
803,996.800000000091
804,810.8929870079668
805,556.1313006944091
806,630.210204543428
807,1142.464367786757
808,756.9929546332341
809,588.4401136580968
810,699.9102045434278
811,1055.4625441850835
812,887.6408918592784
813,467.0102045434279
814,155.66056608884847
815,439.7102045434279
816,806.7393559154481
817,909.3276059129548
818,604.0418068497027
819,821.9566582768233
820,1795.2946151802623
821,126.9418068497026
822,476.69999999999993
823,563.6
824,643.2906784880838
825,966.2237578044777
826,1213.500000000122
827,774.7291373298382
828,653.4146184481315
829,1011.3000000001068
830,914.2918806529744
831,265.71121481927395
832,657.4972751856966
833,625.3102045434279
834,622.4869105293145
835,1749.2498577703923
836,625.5165426016345
837,1360.9104036462236
838,332.20000000000005
839,977.9418068497026
840,739.2000000000909
841,642.9000000000002
842,282.8982924116905
843,1077.4147213010172
844,671.5081692562934
845,707.8574988160614
846,571.8000000001344
847,416.5000000001386
848,738.7997958850494
849,573.4
850,19.700000000000003
851,755.4470166797793
852,1137.200000000091
853,957.7894391340816
854,1125.9980417912298
855,36.599999999999994
856,806.0999999999999
857,690.8010399358665
858,1039.9
859,1155.1102045434282
860,1302.8015382328722
861,602.7498772232735
862,440.3000000000314
863,282.8982924116905
864,1099.2663127945789
865,588.4401136580968
866,1194.8212964356865
867,539.649295633977
868,801.1540805828153
869,720.055245913254
870,547.0418068497027
871,904.0000000000822
872,355.9000000001386
873,788.4369277898035
874,754.3000000000594
875,1172.0929870079663
876,302.1
877,800.9000000000001
878,649.0999999999999
879,1321.701538232872
880,242.19999999999996
881,377.8
882,662.0982924116904
883,454.7989159184183
884,473.79966925295867
885,832.4620021833529
886,995.6445772978429
887,858.5000000000548
888,880.1418068497027
889,429.3169699438142
890,679.4540805827457
891,776.4
892,1554.3808119490905
893,1264.0000000000548
894,565.1102045434279
895,1039.9
896,965.1078704607701
897,406.1891161802467
898,1343.7102045436134
899,379.0004100670865
900,941.7147213009561
901,339.5418068497026
902,1091.7545585143444
903,439.8409563389748
904,391.5999999999999
905,746.9536946253625
906,800.9000000000001
907,714.3997958850495
908,335.0231298101559
909,1218.5000000001244
910,740.910204543428
911,494.4
912,56.28187722320037
913,588.0718511467063
914,468.0004100670865
915,602.4152513176854
916,1103.3625441851132
917,636.1418068497026
918,877.2511950255938
919,698.4271414300335
920,1186.7646883408395
921,374.3000000000273
922,1293.1000000000595
923,294.9511593336318
924,227.30000000005478
925,967.7615761100373
926,735.9999999999999
927,757.3000000001246
928,1090.535769933968
929,576.4572275887357
930,196.7
931,831.8693622328217
932,587.2418068497027
933,679.4540805827457
934,1404.7727127663588
935,437.5717663420266
936,842.6470939892062
937,407.8408918592197
938,509.1418068497027
939,27.1
940,111.3
941,475.6
942,548.4818772232736
943,352.84987722327367
944,1437.6484770373265
945,655.900000000111
946,393.1505577871301
947,737.5418068497027
948,1094.223081798319
949,118.363109571063
950,1695.1973224253293
951,1366.0689118233731
952,656.7635960316774
953,586.1470166797792
954,856.1102045434633
955,844.5407249587738
956,1059.9540805826898
957,1264.931311483289
958,841.6
959,738.7997958850494
960,558.5152513176475
961,689.8160077978583
962,691.8417798907205
963,1291.5730484097112
964,852.5001941951583
965,845.614721300956
966,843.1540805828153
967,1029.8045062649198
968,971.1154618975546
969,1075.5022992796792
970,916.0999999999999
971,584.2361374127433
972,542.0042156239732
973,489.14095633897483
974,376.19542973716665
975,135.354080582599
976,1901.4265368868496
977,1270.665510259475
978,2011.3207388562441
979,788.4512957364601
980,1480.0535581602212
981,521.7034791091098
982,1399.1102045436132
983,829.555245913254
984,1206.1000000000595
985,475.6
986,605.0000000000548
987,687.6000000000927
988,779.5858592040063
989,778.5517457914233
990,350.00000000007344
991,575.7552459132542
992,842.6999999999999
993,298.5307846990026
994,1411.5000000000002
995,1051.5360796533116
996,738.1818641608648
997,1041.800000000091
998,1070.6946151800514
999,638.6102045434279
1000,886.0568679875938
1001,1148.388477037327
1002,1017.423081798319
1003,90.3
1004,794.0
1005,2172.8528380943367
1006,1279.7000000001958
1007,797.6470166797793
1008,1167.7000000001067
1009,945.6000000000595
1010,962.90787046077
1011,721.1
1012,576.9102045434279
1013,302.54771349766247
1014,957.6111258053841
1015,814.6000000000548
1016,454.1
1017,26.685860335534894
1018,1482.8357699341154
1019,883.4268980296137
1020,143.75408058259902
1021,136.5
1022,1480.0535581602212
1023,1202.5641241412893
1024,483.99966925295854
1025,444.1
1026,856.1102045434633
1027,537.2000000001385
1028,684.8906784880838
1029,143.39829241165904
1030,981.3985102783768
1031,649.6964308540819
1032,520.2418068497026
1033,928.7714771381277
1034,603.5055006993019
1035,648.3000000000735
1036,1049.8885674918208
1037,996.023081798319
1038,900.1418068497027
1039,679.4540805827457
1040,477.8745336949375
1041,700.8470166797792
1042,339.5418068497026
1043,158.6
1044,688.8001941951583
1045,703.7139286641969
1046,958.9461110307999
1047,535.8313006944092
1048,433.72313900392527
1049,1155.9
1050,1027.6
1051,668.810204543428
1052,589.7835357423194
1053,1267.0357699341153
1054,891.0013938328199
1055,1018.626047026441
1056,576.7
1057,808.6512957364602
1058,877.4000000000001
1059,170.6
1060,780.8102045434277
1061,510.6384642465863
1062,503.0448971503835
1063,728.1409563390991
1064,920.1000000000001
1065,580.0794800216017
1066,776.1698144586035
1067,736.40139383282
1068,712.6408918592784
1069,1051.1268980296138
1070,1443.8495913023032
1071,865.554080582599
1072,1184.9451904501293
1073,1790.5265368866976
1074,567.9408918592197
1075,1060.1
1076,701.1540805827083
1077,1102.1646883408393
1078,1060.1
1079,631.9498772232736
1080,931.3102045434855
1081,996.7610491133256
1082,62.27930587662895
1083,1018.1470166797793
1084,766.5982924116903
1085,690.349295633977
1086,746.8982924116906
1087,1088.0540805827084
1088,699.0527201191378
1089,817.2925787651177
1090,1090.535769933968
1091,603.6044024679808
1092,768.6996692529585
1093,2214.020738856244
1094,590.3000000000611
1095,730.2094453385404
1096,419.03846424658633
1097,238.49999999999997
1098,243.39999999999998
1099,458.7260948522688
1100,440.74180684970264
1101,657.6102045434279
1102,192.79851027837663
1103,1790.7345323907352
1104,1217.5227706853782
1105,4.4
1106,618.9884770373267
1107,1259.5625441851132
1108,768.6408918592784
1109,849.5884770373267
1110,52.2
1111,388.3
1112,1145.6100894646886
1113,612.3000000002623
1114,475.69349084502517
1115,189.6
1116,815.1260948522985
1117,742.1982924116903
1118,842.6470939892062
1119,951.1695070636667
1120,619.5
1121,728.9298879851025
1122,999.1999999999999
1123,512.4999999999999
1124,697.1498772232735
1125,263.6505577871301
1126,856.1102045434633
1127,228.17791205509465
1128,817.0929546332342
1129,1061.6999999999998
1130,1508.6705811406634
1131,411.9
1132,759.3292038848568
1133,413.6582007529677
1134,952.6139286643325
1135,505.7999999999999
1136,729.8810319609946
1137,508.8
1138,763.8700362365596
1139,1043.835769933968
1140,754.9420807466117
1141,810.413928664197
1142,410.6540805825991
1143,842.6999999999999
1144,757.6000000000001
1145,317.21362953066915
1146,1294.8504144108215
1147,86.88373546489791
1148,876.6408918592784
1149,1572.777093681131
1150,823.0102045434278
1151,1195.3360796533118
1152,548.4000000000001
1153,832.9884770373267
1154,1421.6120013686675
1155,226.31403613953634
1156,643.410204543428
1157,586.6850036575786
1158,138.33518933223303
1159,918.7081692562932
1160,511.60623058993696
1161,831.0999999999999
1162,629.0574988160614
1163,876.414721300956
1164,1478.6993808925438
1165,608.0943135434579
1166,0.0
1167,1565.7689118233727
1168,577.4492956339769
1169,483.8408918592197
1170,196.7
1171,415.89236384888386
1172,714.0540805827083
1173,640.2858592040063
1174,510.6384642465863
1175,1172.2582301080572
1176,878.6491426996306
1177,610.6292038848568
1178,1422.6292490857004
1179,1293.1000000000595
1180,574.1247669387944
1181,673.8094453385048
1182,429.05656544520735
1183,532.4
1184,136.5
1185,576.7
1186,158.6
1187,364.1928581142567
1188,385.7985838148757
1189,519.4094453385046
1190,1220.0000000000853
1191,677.5552459132541
1192,647.6000000000001
1193,483.5
1194,535.1996692529586
1195,316.29829241169045
1196,1013.0796895792953
1197,189.9
1198,322.6000000001344
1199,455.14929563397703
1200,509.9000000000926
1201,454.7989159184183
1202,1289.3689118233733
1203,1088.8
1204,999.1999999999999
1205,253.90000000000003
1206,773.5756745674103
1207,1218.5000000001244
1208,656.3231390039253
1209,215.71215615464277
1210,764.9231390039254
1211,0.0
1212,440.74180684970264
1213,656.8695070636668
1214,1391.3102045434282
1215,885.2081692562934
1216,688.8001941951583
1217,902.514721300956
1218,1362.706372462361
1219,862.5080334698231
1220,854.8949911540475
1221,1043.835769933968
1222,315.500000000109
1223,1134.237395978289
1224,473.79966925295867
1225,1062.9111274917918
1226,1254.7625441851133
1227,379.0004100670865
1228,389.7452251774765
1229,770.8102045434277
1230,708.2904323297963
1231,586.3982924116905
1232,405.24987722327364
1233,1549.0056564762133
1234,826.5620021833529
1235,559.0000000000001
1236,1057.7587859318535
1237,691.5505577871302
1238,508.7552459132268
1239,1055.6985102783767
1240,1664.7498577703923
1241,821.9566582768233
1242,657.3688097217905
1243,939.3891012620096
1244,197.6
1245,723.4000000001207
1246,1244.836079653312
1247,166.39999999999998
1248,1293.4879195168471
1249,941.8000000000609
1250,379.6
1251,815.9700362365596
1252,527.6
1253,1102.1646883408393
1254,1105.0925131411302
1255,462.89851027837665
1256,877.4000000000001
1257,577.2139286641969
1258,657.4000000000002
1259,1018.6540805826899
1260,463.1
1261,1424.432350273999
1262,434.10000000028924
1263,870.9929546332341
1264,729.0982924116906
1265,635.310204543428
1266,438.10000000003146
1267,1483.1000000001957
1268,607.3599281141869
1269,416.4554517067768
1270,859.3120538875993
1271,310.90000000000003
1272,932.0607232482882
1273,1257.145694055672
1274,584.0605660888484
1275,570.8000000000001
1276,433.24180684970264
1277,298.34987722327367
1278,537.2000000001385
1279,1866.957104506147
1280,297.72926952088847
1281,618.9884770373267
1282,991.800000000091
1283,419.31392866419696
1284,669.6081692562934
1285,1462.4102045434283
1286,460.94180684970263
1287,818.4438417463542
1288,1347.2969373072315
1289,791.7780671250822
1290,577.2139286641969
1291,1353.2666157885299
1292,572.6152513176476
1293,980.6453575924647
1294,323.6462501272537
1295,1439.3107664043516
1296,1171.1000000000001
1297,946.5102045434279
1298,1040.5000000001244
1299,1182.1418068497026
1300,475.6
1301,845.3
1302,907.7470166797793
1303,1028.4147213009562
1304,550.4004100670866
1305,362.4010399358664
1306,792.6488150585961
1307,767.2409813469004
1308,686.7000000000548
1309,778.5517457914233
1310,414.7582007529677
1311,435.3999999999999
1312,912.1999999999999
1313,1775.6037320626917
1314,746.2260948522985
1315,473.35408058270804
1316,1144.528345885833
1317,856.1102045434633
1318,1090.8125683039093
1319,542.3602450081544
1320,973.6753677648298
1321,1282.8418068497026
1322,907.6081692562933
1323,1040.5000000001244
1324,792.0000000000002
1325,217.90421562397324
1326,1360.9104036462236
1327,1082.9260470264412
1328,735.7527201191378
1329,910.4677155824727
1330,413.9498772232737
1331,1022.310204543428
1332,1137.8958095090857
1333,554.0130666403477
1334,196.71279626050062
1335,342.24771349766246
1336,630.909282090293
1337,946.100000000091
1338,699.0527201191378
1339,434.10000000028924
1340,1410.441806849703
1341,1014.9540805828152
1342,539.5999999999999
1343,313.7
1344,192.79851027837663
1345,786.6360796533116
1346,508.30803346982304
1347,560.2000000000002
1348,350.038464246527
1349,1137.8958095090857
1350,70.38570921382971
1351,896.5102045434278
1352,246.04180684970262
1353,530.3505577871301
1354,595.8498772232737
1355,674.710204543428
1356,256.1862926862298
1357,1319.6102045436135
1358,662.5385160890785
1359,829.7056868505136
1360,52.2
1361,628.9906784880839
1362,621.8344106455629
1363,491.7408918592197
1364,925.1451904501293
1365,788.6102045434279
1366,644.7
1367,809.609282090293
1368,329.354080582599
1369,1200.0131410641634
1370,735.1858592040063
1371,337.1498772232736
1372,582.1000000002625
1373,920.9884770373267
1374,1589.4808119490906
1375,710.2357699339683
1376,618.9884770373267
1377,350.00000000007344
1378,665.3231390039253
1379,655.900000000111
1380,593.2505577871301
1381,227.79999999999998
1382,0.0
1383,1136.938989033175
1384,851.9
1385,619.5
1386,571.1
1387,585.9843547655162
1388,1672.6745254695961
1389,923.2
1390,563.2004100670866
1391,443.04987722327365
1392,948.5866507878086
1393,862.8357699339682
