,0,1
0,4.307470092300924,51.86768882532084
1,5.947378561692253,50.87383840382206
2,4.218668809619015,51.90037916901058
3,4.437278329641524,51.93189127415486
4,6.007640126887749,52.2914074358898
5,4.6751210589435654,51.85247805002329
6,5.149472006330567,51.57930230151608
7,5.003995778548303,51.84321415801983
8,3.920822824720522,51.65475379073118
9,5.993831190717146,51.545871134943376
10,6.46546496702697,52.73470493870613
11,5.713761181913388,52.992674645177644
12,4.352188210442217,51.95187471578525
13,4.85767471598402,52.479157462517
14,4.728047740738861,52.288573617028966
15,4.418247764344501,51.92434228043359
16,4.54494751646408,51.55398052365529
17,4.9419580624686406,52.524006061467944
18,5.479188524507133,52.24352873369458
19,6.673566651894243,52.134283165466165
20,6.245961328725472,52.42932030767067
21,4.351885115799282,52.109404070794646
22,5.130108152841026,52.024786064536585
23,5.1568355104816055,51.698078187313115
24,5.011184825648357,52.80511894690749
25,4.965437281453107,51.846587917413
26,3.7318478355209437,51.684526266813
27,4.482940964760404,51.942087027222705
28,6.0125480710904835,52.29193635533
29,5.7111162923744,51.85770546728953
30,4.9243989626466345,52.31183142846513
31,5.191865693355435,51.899562663161966
32,4.9529142962967185,52.301432080423936
33,5.3340383425452105,52.352265120494465
34,5.867984625007032,52.96371807916084
35,4.230951800947154,51.95567625379545
36,5.254928148226915,51.83029522847064
37,5.538709553205525,52.164081566703956
38,4.3599961429015055,52.026642958888914
39,5.59893316422699,51.670240259004565
40,5.655250667126455,51.786494095822015
41,5.152632662616089,51.54482347257512
42,5.824421193803447,51.036813001017805
43,5.346994356054657,53.07641449241093
44,6.547372474047463,52.96685255297026
45,3.634605810645949,51.587267304124445
46,5.28749425622108,52.37332546176989
