Incident Index,Minimum Travel Time
0,905.135378793244
1,646.0000000001319
2,682.5013005282646
3,324.26699692362916
4,901.7999999999998
5,740.6000000001242
6,694.1000000000854
7,1033.7847753894273
8,598.956323063426
9,350.4000000000854
10,172.6
11,1045.796371193491
12,1225.0108797151531
13,642.1754054187834
14,186.74073892894674
15,592.6722378685076
16,733.7468980385462
17,710.0669969236292
18,1783.5
19,1470.5865859148919
20,731.2290086735138
21,708.4000000000548
22,587.9999999999999
23,265.78219742884505
24,1280.6000000000001
25,516.9967310507592
26,574.8857890096035
27,0.0
28,306.4555748623351
29,853.6417798908295
30,174.20000000010694
31,560.8000000000854
32,764.9001941951583
33,1275.9320835365907
34,267.06699692359774
35,587.4409091314989
36,614.0408195990176
37,822.6881154718379
38,1304.3103615769285
39,917.6417798909027
40,877.2417798908297
41,389.12566820227704
42,57.5
43,830.9745336949377
44,639.9299427172729
45,262.1295346318983
46,620.1729201359119
47,747.6905076898539
48,569.6155921432353
49,633.2107008088863
50,116.3
51,587.9000000000734
52,1035.2001941951585
53,304.485859203744
54,601.0
55,297.1754992861809
56,671.7669969236292
57,655.7324524397172
58,1219.543234940431
59,448.1841717525339
60,548.0707148043268
61,1103.4938927969852
62,794.7210462044184
63,535.485859203744
64,157.9346091265832
65,1144.1223464867287
66,665.7754054187834
67,1329.5568679876549
68,655.7324524397172
69,165.8
70,628.8645154548803
71,653.1857890096035
72,0.0
73,543.869937250611
74,561.2565297309789
75,180.10000000002904
76,974.860000000218
77,207.90000000010693
78,693.8115548073331
79,484.6000000000593
80,1237.7754054187835
81,727.3000000000734
82,952.8067533224724
83,588.0904644869967
84,877.2417798908297
85,457.1001941951583
86,0.0
87,928.3000000000852
88,612.1210462043765
89,448.24221284829093
90,595.913928664197
91,856.0
92,171.06870451193868
93,1146.1108797151533
94,999.4435140059903
95,936.9034182335357
96,34.0
97,1497.286585914892
98,412.9388368592382
99,627.6000000000854
100,1214.0000000000002
101,1135.7999999999997
102,721.8000000000851
103,1211.0754054187835
104,1231.7902822250219
105,434.04177989064715
106,1066.80000000003
107,172.6
108,422.6000000000001
109,532.3985102783766
110,874.6399853861761
111,413.9000000002179
112,817.356166843667
113,591.0050000000954
114,0.0
115,347.4
116,199.3
117,168.40000000010693
118,513.1192961147991
119,950.6694652120445
120,649.7
121,435.16747505190847
122,1075.2199965977034
123,632.9001941951584
124,621.6019785825483
125,433.49999999999994
126,869.5001941951583
127,941.8111891069296
128,219.33329708873305
129,911.9982880829244
130,647.0982880829243
131,610.200000000118
132,781.7745336949376
133,633.9210462043765
134,1332.256867987655
135,643.5623204376968
136,307.46451545488026
137,687.3839167988535
138,201.8
139,620.313928664197
140,697.8000000000734
141,681.7527201191378
142,884.3108797151533
143,549.8962063108207
144,870.4337122622022
145,884.5000000000852
146,1146.0013005284145
147,498.3
148,1207.6875931549241
149,972.4417798909027
150,1018.9320571138142
151,471.29334418704036
152,359.7462501272538
153,273.79999999999995
154,621.7
155,568.1388368592657
156,524.2527822879488
157,115.30000000000001
158,434.04177989064715
159,1410.4234832602353
160,143.09999999999997
161,935.7174416222125
162,751.4000000000909
163,804.1580603400431
164,907.8426192531592
165,920.5479311357064
166,209.9669969235244
167,1382.2000000000003
168,622.400000000107
169,915.1000000000594
